Domain	Phylum	Class	Order	Family	Genus	Species
meta_mOTU_v2_5930	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_5893	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_5507	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_6803	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_6424	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_5588	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_6505	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_7463	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_5881	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_6941	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_7164	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_6215	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_6933	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_7043	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_5426	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria oral taxon TM7x
meta_mOTU_v2_6855	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_6674	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6736	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5596	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5402	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_7107	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6857	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6004	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5675	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6159	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_7700	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
ref_mOTU_v2_3063	Bacteria	candidatus Saccharibacteria	candidatus Saccharibacteria class incertae sedis	candidatus Saccharibacteria order incertae sedis	candidatus Saccharibacteria fam. incertae sedis	candidatus Saccharimonas	candidatus Saccharimonas aalborgensis
meta_mOTU_v2_5385	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_7549	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
ref_mOTU_v2_3235	Bacteria	candidatus Saccharibacteria	candidatus Saccharibacteria class incertae sedis	candidatus Saccharibacteria order incertae sedis	candidatus Saccharibacteria fam. incertae sedis	candidatus Saccharibacteria gen. incertae sedis	candidatus Saccharibacteria bacterium RAAC3_TM7_1
meta_mOTU_v2_5509	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6278	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5536	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6812	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5534	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6254	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5974	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	candidatus Saccharibacteria bacterium 49-20
meta_mOTU_v2_5962	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6553	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6970	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_6653	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5576	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5722	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_5876	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unknown Prevotella
meta_mOTU_v2_7166	Bacteria	candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria	unknown candidatus Saccharibacteria
meta_mOTU_v2_7653	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_5784	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_5767	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_6549	Bacteria	candidatus Campbellbacteria	unknown candidatus Campbellbacteria	unknown candidatus Campbellbacteria	unknown candidatus Campbellbacteria	unknown candidatus Campbellbacteria	candidatus Campbellbacteria bacterium RIFCSPLOWO2_
ref_mOTU_v2_3236	Bacteria	candidatus Parcubacteria	candidatus Parcubacteria class incertae sedis	candidatus Parcubacteria order incertae sedis	candidatus Parcubacteria fam. incertae sedis	candidatus Parcubacteria gen. incertae sedis	Parcubacteria bacterium RAAC4_OD1_1
ref_mOTU_v2_4831	Bacteria	candidatus Microgenomates	candidatus Microgenomates class incertae sedis	candidatus Microgenomates order incertae sedis	candidatus Microgenomates fam. incertae sedis	candidatus Microgenomates gen. incertae sedis	Microgenomates bacterium SCGC AAA011-L6
ref_mOTU_v2_3234	Bacteria	candidate division WWE3	candidate division WWE3 class incertae sedis	candidate division WWE3 order incertae sedis	candidate division WWE3 fam. incertae sedis	candidate division WWE3 gen. incertae sedis	candidate division WWE3 bacterium RAAC2_WWE3_1
meta_mOTU_v2_6139	Bacteria	candidatus Gracilibacteria	unknown candidatus Gracilibacteria	unknown candidatus Gracilibacteria	unknown candidatus Gracilibacteria	unknown candidatus Gracilibacteria	unknown candidatus Gracilibacteria
ref_mOTU_v2_3233	Bacteria	candidate division SR1	candidate division SR1 class incertae sedis	candidate division SR1 order incertae sedis	candidate division SR1 fam. incertae sedis	candidate division SR1 gen. incertae sedis	candidate division SR1 bacterium RAAC1_SR1_1
meta_mOTU_v2_5691	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	unknown Treponema
ref_mOTU_v2_2232	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema medium
ref_mOTU_v2_3657	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema sp. OMZ 838
meta_mOTU_v2_7364	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	unknown Treponema
ref_mOTU_v2_0547	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema vincentii
ref_mOTU_v2_2944	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema pedis
ref_mOTU_v2_1308	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola
ref_mOTU_v2_3781	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema putidum
meta_mOTU_v2_5972	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	unknown Treponema
ref_mOTU_v2_1029	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema phagedenis
ref_mOTU_v2_0365	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema sp. [C pallidum/paraluiscuniculi]
ref_mOTU_v2_5127	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema brennaborense
ref_mOTU_v2_0552	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema socranskii
ref_mOTU_v2_2233	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema socranskii
ref_mOTU_v2_5061	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema bryantii
ref_mOTU_v2_3318	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema sp. C6A8
ref_mOTU_v2_2230	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema sp. JC4
ref_mOTU_v2_5128	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema saccharophilum
ref_mOTU_v2_5043	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema succinifaciens
ref_mOTU_v2_2231	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema maltophilum
ref_mOTU_v2_3046	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema lecithinolyticum
ref_mOTU_v2_4896	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema caldarium
ref_mOTU_v2_4457	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema primitia
ref_mOTU_v2_4866	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema primitia
ref_mOTU_v2_4458	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema azotonutricium
ref_mOTU_v2_4930	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta coccoides
ref_mOTU_v2_3688	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa
ref_mOTU_v2_3689	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha
ref_mOTU_v2_4542	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta smaragdinae
ref_mOTU_v2_2158	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta bajacaliforniensis
ref_mOTU_v2_5238	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta alkalica
ref_mOTU_v2_5119	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta africana
ref_mOTU_v2_3018	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira pacifica
ref_mOTU_v2_3556	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta lutea
ref_mOTU_v2_1474	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila
ref_mOTU_v2_0924	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella afzelii
ref_mOTU_v2_4362	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella spielmanii
ref_mOTU_v2_1061	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella sp. [C burgdorferi/finlandensis]
ref_mOTU_v2_4401	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella bissettii
ref_mOTU_v2_0310	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella sp. [C bavariensis/garinii]
ref_mOTU_v2_1134	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella valaisiana
ref_mOTU_v2_1009	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi
ref_mOTU_v2_3025	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia anserina
ref_mOTU_v2_1037	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia sp. [C parkeri/turicatae]
ref_mOTU_v2_1036	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia coriaceae
ref_mOTU_v2_1012	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii
ref_mOTU_v2_0646	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia sp. [C crocidurae/duttonii/hispanica/recurrentis]
ref_mOTU_v2_3370	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia persica
ref_mOTU_v2_2159	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta cellobiosiphila
meta_mOTU_v2_5479	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unknown Bdellovibrio
meta_mOTU_v2_5307	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unknown Bdellovibrio
ref_mOTU_v2_2435	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio exovorus
ref_mOTU_v2_1314	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
ref_mOTU_v2_1686	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
ref_mOTU_v2_4951	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus
meta_mOTU_v2_5984	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unknown Bdellovibrio
meta_mOTU_v2_6510	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	unknown Bacteriovorax
meta_mOTU_v2_5799	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	unknown Bacteriovorax
ref_mOTU_v2_5018	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax marinus
ref_mOTU_v2_3129	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp. BSW11_IV
ref_mOTU_v2_2494	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp. BAL6_X
ref_mOTU_v2_2493	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp. Seq25_V
meta_mOTU_v2_6882	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_6441	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_5457	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_5503	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_7125	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_5628	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_7069	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_7494	Bacteria	Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria
meta_mOTU_v2_6207	Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria	unknown Bacteria
meta_mOTU_v2_5792	Bacteria	Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria
meta_mOTU_v2_7637	Bacteria	Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria	unknown Proteobacteria
ref_mOTU_v2_4152	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis pacifica
